index	gene
6518	PHLDA3
6519	PHLPP1
6520	PHLPP2
6521	PHPT1
6522	PHYH
6523	PHYKPL
6524	PI3
6525	PI4K2A
6526	PI4K2B
6527	PI4KA
6528	PI4KB
6529	PIANP
6530	PIAS1
6531	PIAS2
6532	PIAS3
6533	PIAS4
6534	PICALM
6535	PICK1
6536	PIDD1
6537	PIF1
6538	PIGA
6539	PIGB
6540	PIGC
6541	PIGF
6542	PIGG
6543	PIGH
6544	PIGK
6545	PIGL
6546	PIGM
6547	PIGN
6548	PIGO
6549	PIGP
6550	PIGQ
6551	PIGR
6552	PIGS
6553	PIGT
6554	PIGU
6555	PIGV
6556	PIGW
6557	PIGX
6558	PIGY
6559	PIH1D1
6560	PIK3AP1
6561	PIK3C2A
6562	PIK3C2B
6563	PIK3C3
6564	PIK3CA
6565	PIK3CB
6566	PIK3CD
6567	PIK3CG
6568	PIK3R1
6569	PIK3R2
6570	PIK3R3
6571	PIK3R4
6572	PIK3R5
6573	PIK3R6
6574	PIKFYVE
6575	PILRA
6576	PIM1
6577	PIMREG
6578	PIN1
6579	PINK1
6580	PINX1
6581	PIP
6582	PIP4K2B
6583	PIP4K2C
6584	PIP4P1
6585	PIP4P2
6586	PIP5K1A
6587	PIP5K1B
6588	PIP5K1C
6589	PIP5KL1
6590	PIPOX
6591	PIR
6592	PISD
6593	PITPNA
6594	PITPNM1
6595	PITPNM3
6596	PITRM1
6597	PITX1
6598	PITX3
6599	PIWIL1
6600	PIWIL2
6601	PIWIL4
6602	PJA1
6603	PJA2
6604	PKD1
6605	PKD1L3
6606	PKD2
6607	PKD2L1
6608	PKIA
6609	PKLR
6610	PKM
6611	PKMYT1
6612	PKN1
6613	PKN2
6614	PKN3
6615	PKNOX1
6616	PKNOX2
6617	PKP1
6618	PKP2
6619	PKP3
6620	PKP4
6621	PLA2G10
6622	PLA2G12A
6623	PLA2G12B
6624	PLA2G15
6625	PLA2G1B
6626	PLA2G2A
6627	PLA2G3
6628	PLA2G4A
6629	PLA2G4D
6630	PLA2G5
6631	PLA2G6
6632	PLA2G7
6633	PLA2R1
6634	PLAGL1
6635	PLAT
6636	PLAU
6637	PLAUR
6638	PLB1
6639	PLCB1
6640	PLCB2
6641	PLCB3
6642	PLCB4
6643	PLCD1
6644	PLCD3
6645	PLCD4
6646	PLCE1
6647	PLCG1
6648	PLCG2
6649	PLCH1
6650	PLCZ1
6651	PLD1
6652	PLD2
6653	PLD3
6654	PLEC
6655	PLEK
6656	PLEKHA1
6657	PLEKHA2
6658	PLEKHA7
6659	PLEKHG2
6660	PLEKHG5
6661	PLEKHG6
6662	PLEKHM1
6663	PLEKHM2
6664	PLG
6665	PLIN1
6666	PLIN2
6667	PLIN3
6668	PLIN5
6669	PLK1
6670	PLK2
6671	PLK3
6672	PLK4
6673	PLLP
6674	PLN
6675	PLOD1
6676	PLOD2
6677	PLOD3
6678	PLP1
6679	PLP2
6680	PLPBP
6681	PLPP1
6682	PLPP2
6683	PLPP3
6684	PLPP4
6685	PLPP6
6686	PLPPR2
6687	PLPPR3
6688	PLRG1
6689	PLS3
6690	PLSCR1
6691	PLTP
6692	PLXNA1
6693	PLXNA2
6694	PLXNA3
6695	PLXNA4
6696	PLXNB1
6697	PLXNB2
6698	PLXNB3
6699	PLXNC1
6700	PLXND1
6701	PMAIP1
6702	PMCH
6703	PMEL
6704	PMEPA1
6705	PMF1
6706	PML
6707	PMM1
6708	PMM2
6709	PMP2
6710	PMP22
6711	PMPCA
6712	PMPCB
6713	PMS1
6714	PMS2
6715	PMVK
6716	PNISR
6717	PNKD
6718	PNKP
6719	PNLIP
6720	PNLIPRP1
6721	PNMA2
6722	PNMT
6723	PNN
6724	PNO1
6725	PNP
6726	PNPLA2
6727	PNPLA3
6728	PNPLA6
6729	PNPO
6730	PNPT1
6731	PNRC2
6732	POC5
6733	PODXL2
6734	POFUT1
6735	POFUT2
6736	POGLUT1
6737	POGZ
6738	POLA1
6739	POLA2
6740	POLB
6741	POLD1
6742	POLD2
6743	POLD3
6744	POLD4
6745	POLDIP3
6746	POLE
6747	POLE2
6748	POLE3
6749	POLE4
6750	POLG
6751	POLG2
6752	POLH
6753	POLI
6754	POLK
6755	POLL
6756	POLM
6757	POLN
6758	POLQ
6759	POLR1A
6760	POLR1B
6761	POLR1D
6762	POLR1E
6763	POLR2B
6764	POLR2C
6765	POLR2D
6766	POLR2E
6767	POLR2F
6768	POLR2G
6769	POLR2H
6770	POLR2I
6771	POLR2J
6772	POLR2J2
6773	POLR2J3
6774	POLR2K
6775	POLR2L
6776	POLR2M
6777	POLR3A
6778	POLR3B
6779	POLR3C
6780	POLR3D
6781	POLR3E
6782	POLR3F
6783	POLR3G
6784	POLR3GL
6785	POLR3H
6786	POLR3K
6787	POLRMT
6788	POM121
6789	POMC
6790	POMGNT1
6791	POMGNT2
6792	POMK
6793	POMP
6794	POMT1
6795	POMT2
6796	PON1
6797	PON3
6798	POP1
6799	POP4
6800	POP5
6801	POP7
6802	POR
6803	PORCN
6804	POT1
6805	POU1F1
6806	POU2AF1
6807	POU2F1
6808	POU2F2
6809	POU3F2
6810	POU4F1
6811	POU4F2
6812	POU5F1
6813	PPA1
6814	PPA2
6815	PPARA
6816	PPARD
6817	PPARG
6818	PPARGC1A
6819	PPARGC1B
6820	PPAT
6821	PPBP
6822	PPCDC
6823	PPCS
6824	PPFIA1
6825	PPFIA2
6826	PPFIA3
6827	PPFIA4
6828	PPFIBP1
6829	PPIA
6830	PPIB
6831	PPID
6832	PPIE
6833	PPIF
6834	PPIG
6835	PPIH
6836	PPIL1
6837	PPIL2
6838	PPIL3
6839	PPIL4
6840	PPIP5K1
6841	PPIP5K2
6842	PPL
6843	PPM1A
6844	PPM1B
6845	PPM1D
6846	PPM1K
6847	PPM1L
6848	PPOX
6849	PPP1CA
6850	PPP1CB
6851	PPP1CC
6852	PPP1R10
6853	PPP1R12A
6854	PPP1R12B
6855	PPP1R12C
6856	PPP1R13B
6857	PPP1R13L
6858	PPP1R14A
6859	PPP1R14B
6860	PPP1R14C
6861	PPP1R14D
6862	PPP1R15A
6863	PPP1R15B
6864	PPP1R16B
6865	PPP1R17
6866	PPP1R18
6867	PPP1R1B
6868	PPP1R3A
6869	PPP1R3C
6870	PPP1R3D
6871	PPP1R3E
6872	PPP1R3F
6873	PPP1R7
6874	PPP1R8
6875	PPP1R9A
6876	PPP1R9B
6877	PPP2CA
6878	PPP2CB
6879	PPP2R1A
6880	PPP2R1B
6881	PPP2R2A
6882	PPP2R2B
6883	PPP2R2C
6884	PPP2R2D
6885	PPP2R3A
6886	PPP2R3B
6887	PPP2R3C
6888	PPP2R5A
6889	PPP2R5B
6890	PPP2R5C
6891	PPP2R5D
6892	PPP2R5E
6893	PPP3CA
6894	PPP3CB
6895	PPP3CC
6896	PPP3R1
6897	PPP4C
6898	PPP4R1
6899	PPP4R2
6900	PPP4R3A
6901	PPP4R3B
6902	PPP4R4
6903	PPP5C
6904	PPP6C
6905	PPP6R1
6906	PPP6R2
6907	PPP6R3
6908	PPRC1
6909	PPT1
6910	PPT2
6911	PPTC7
6912	PPWD1
6913	PQBP1
6914	PRC1
6915	PRCC
6916	PRCP
6917	PRDM1
6918	PRDM14
6919	PRDM16
6920	PRDM4
6921	PRDM6
6922	PRDM7
6923	PRDM9
6924	PRDX1
6925	PRDX2
6926	PRDX3
6927	PRDX4
6928	PRDX5
6929	PRDX6
6930	PREB
6931	PRELID1
6932	PRELID3A
6933	PRELID3B
6934	PRELP
6935	PREP
6936	PREPL
6937	PREX1
6938	PRF1
6939	PRG2
6940	PRH2
6941	PRICKLE1
6942	PRICKLE2
6943	PRIM1
6944	PRIM2
6945	PRKAA1
6946	PRKAA2
6947	PRKAB1
6948	PRKAB2
6949	PRKACA
6950	PRKACB
6951	PRKACG
6952	PRKAG1
6953	PRKAG2
6954	PRKAG3
6955	PRKAR1A
6956	PRKAR1B
6957	PRKAR2A
6958	PRKAR2B
6959	PRKCA
6960	PRKCD
6961	PRKCE
6962	PRKCG
6963	PRKCH
6964	PRKCI
6965	PRKCQ
6966	PRKCSH
6967	PRKCZ
6968	PRKD1
6969	PRKD2
6970	PRKD3
6971	PRKDC
6972	PRKG1
6973	PRKG2
6974	PRKN
6975	PRKRA
6976	PRKRIP1
6977	PRKX
6978	PRL
6979	PRLR
6980	PRM1
6981	PRM2
6982	PRMT1
6983	PRMT3
6984	PRMT5
6985	PRMT6
6986	PRMT7
6987	PRMT8
6988	PRND
6989	PRNP
6990	PROC
6991	PROCR
6992	PRODH
6993	PROKR2
6994	PROM1
6995	PROP1
6996	PROS1
6997	PROX1
6998	PROZ
6999	PRPF18
7000	PRPF19
7001	PRPF3
7002	PRPF31
7003	PRPF38A
7004	PRPF38B
7005	PRPF39
7006	PRPF4
7007	PRPF40A
7008	PRPF40B
7009	PRPF6
7010	PRPF8
7011	PRPH2
7012	PRPS1
7013	PRPSAP1
7014	PRPSAP2
7015	PRRC1
7016	PRRT2
7017	PRSS1
7018	PRSS21
7019	PRSS23
7020	PRSS3
7021	PRTN3
7022	PRUNE1
7023	PSAP
7024	PSAT1
7025	PSCA
7026	PSD
7027	PSEN1
7028	PSEN2
7029	PSENEN
7030	PSG1
7031	PSG11
7032	PSG3
7033	PSG4
7034	PSG5
7035	PSG6
7036	PSG8
7037	PSG9
7038	PSIP1
7039	PSMA1
7040	PSMA2
7041	PSMA3
7042	PSMA4
7043	PSMA5
7044	PSMA6
7045	PSMA7
7046	PSMB1
7047	PSMB10
7048	PSMB11
7049	PSMB2
7050	PSMB3
7051	PSMB4
7052	PSMB5
7053	PSMB6
7054	PSMB7
7055	PSMB8
7056	PSMB9
7057	PSMC1
7058	PSMC2
7059	PSMC3
7060	PSMC4
7061	PSMC5
7062	PSMC6
7063	PSMD1
7064	PSMD10
7065	PSMD11
7066	PSMD12
7067	PSMD13
7068	PSMD14
7069	PSMD2
7070	PSMD3
7071	PSMD4
7072	PSMD5
7073	PSMD6
7074	PSMD7
7075	PSMD8
7076	PSMD9
7077	PSME1
7078	PSME2
7079	PSME3
7080	PSME4
7081	PSMF1
7082	PSMG1
7083	PSMG2
7084	PSPC1
7085	PSPH
7086	PSPN
7087	PSRC1
7088	PSTPIP1
7089	PSTPIP2
7090	PTAFR
7091	PTBP1
7092	PTBP2
7093	PTCD3
7094	PTCH1
7095	PTCH2
7096	PTCRA
7097	PTDSS1
7098	PTDSS2
7099	PTEN
7100	PTF1A
7101	PTGDR
7102	PTGDR2
7103	PTGDS
7104	PTGER1
7105	PTGER2
7106	PTGER3
7107	PTGER4
7108	PTGES
7109	PTGES2
7110	PTGES3
7111	PTGES3L-AARSD1
7112	PTGFR
7113	PTGFRN
7114	PTGIR
7115	PTGIS
7116	PTGS1
7117	PTGS2
7118	PTH
7119	PTH1R
7120	PTH2R
7121	PTHLH
7122	PTK2
7123	PTK2B
7124	PTK6
7125	PTMA
7126	PTN
7127	PTOV1
7128	PTP4A3
7129	PTPA
7130	PTPMT1
7131	PTPN1
7132	PTPN11
7133	PTPN12
7134	PTPN13
7135	PTPN14
7136	PTPN18
7137	PTPN2
7138	PTPN21
7139	PTPN22
7140	PTPN23
7141	PTPN3
7142	PTPN4
7143	PTPN5
7144	PTPN6
7145	PTPN7
7146	PTPN9
7147	PTPRB
7148	PTPRC
7149	PTPRCAP
7150	PTPRD
7151	PTPRE
7152	PTPRF
7153	PTPRJ
7154	PTPRK
7155	PTPRM
7156	PTPRN
7157	PTPRN2
7158	PTPRO
7159	PTPRR
7160	PTPRU
7161	PTPRZ1
7162	PTRH2
7163	PTS
7164	PTTG1
7165	PTX3
7166	PUF60
7167	PUM1
7168	PUM2
7169	PUM3
7170	PURA
7171	PURB
7172	PUS1
7173	PVR
7174	PWP1
7175	PWP2
7176	PXN
7177	PYCARD
7178	PYCR1
7179	PYCR2
7180	PYDC1
7181	PYGB
7182	PYGL
7183	PYGM
7184	PYGO1
7185	PYGO2
7186	PYM1
7187	PYY
7188	QDPR
7189	QKI
7190	QPCT
7191	QPRT
7192	QRFPR
7193	QRSL1
7194	QSOX1
7195	QTRT1
7196	QTRT2
7197	RAB10
7198	RAB11A
7199	RAB11B
7200	RAB11FIP1
7201	RAB11FIP2
7202	RAB11FIP3
7203	RAB11FIP4
7204	RAB11FIP5
7205	RAB13
7206	RAB14
7207	RAB15
7208	RAB17
7209	RAB18
7210	RAB1A
7211	RAB1B
7212	RAB21
7213	RAB22A
7214	RAB23
7215	RAB24
7216	RAB25
7217	RAB27A
7218	RAB27B
7219	RAB29
7220	RAB2A
7221	RAB2B
7222	RAB30
7223	RAB31
7224	RAB32
7225	RAB33A
7226	RAB33B
7227	RAB34
7228	RAB35
7229	RAB36
7230	RAB37
7231	RAB39B
7232	RAB3A
7233	RAB3B
7234	RAB3C
7235	RAB3D
7236	RAB3GAP1
7237	RAB3GAP2
7238	RAB3IP
7239	RAB40A
7240	RAB40AL
7241	RAB40B
7242	RAB40C
7243	RAB43
7244	RAB4A
7245	RAB4B
7246	RAB5A
7247	RAB5B
7248	RAB5C
7249	RAB6A
7250	RAB6B
7251	RAB7A
7252	RAB7B
7253	RAB8A
7254	RAB9A
7255	RABEP1
7256	RABEPK
7257	RABGAP1
7258	RAC1
7259	RAC2
7260	RAC3
7261	RACGAP1
7262	RACK1
7263	RAD1
7264	RAD17
7265	RAD18
7266	RAD21
7267	RAD21L1
7268	RAD23A
7269	RAD23B
7270	RAD50
7271	RAD51
7272	RAD51AP1
7273	RAD51B
7274	RAD51C
7275	RAD51D
7276	RAD52
7277	RAD54B
7278	RAD54L
7279	RAD9A
7280	RAD9B
7281	RAE1
7282	RAET1E
7283	RAET1G
7284	RAF1
7285	RAG1
7286	RAI1
7287	RAI14
7288	RALA
7289	RALB
7290	RALBP1
7291	RALGAPA2
7292	RALGAPB
7293	RALGDS
7294	RALGPS2
7295	RALY
7296	RAMP1
7297	RAMP2
7298	RAMP3
7299	RAN
7300	RANBP1
7301	RANBP10
7302	RANBP2
7303	RANBP3
7304	RANBP6
7305	RANBP9
7306	RANGAP1
7307	RANGRF
7308	RAP1A
7309	RAP1B
7310	RAP1GAP
7311	RAP1GAP2
7312	RAP2A
7313	RAP2B
7314	RAP2C
7315	RAPGEF1
7316	RAPGEF2
7317	RAPGEF3
7318	RAPGEF4
7319	RAPGEF5
7320	RAPGEF6
7321	RAPH1
7322	RAPSN
7323	RARA
7324	RARB
7325	RARG
7326	RARRES2
7327	RARS2
7328	RASA1
7329	RASA2
7330	RASA3
7331	RASA4
7332	RASAL1
7333	RASAL2
7334	RASAL3
7335	RASD1
7336	RASD2
7337	RASGRF1
7338	RASGRF2
7339	RASGRP1
7340	RASGRP2
7341	RASGRP3
7342	RASGRP4
7343	RASIP1
7344	RASL10A
7345	RASSF1
7346	RASSF2
7347	RASSF5
7348	RAX2
7349	RB1
7350	RB1CC1
7351	RBBP4
7352	RBBP5
7353	RBBP6
7354	RBBP7
7355	RBBP8
7356	RBBP9
7357	RBCK1
7358	RBFOX1
7359	RBFOX2
7360	RBL1
7361	RBL2
7362	RBM10
7363	RBM12
7364	RBM14
7365	RBM15
7366	RBM15B
7367	RBM17
7368	RBM19
7369	RBM22
7370	RBM23
7371	RBM24
7372	RBM25
7373	RBM28
7374	RBM34
7375	RBM38
7376	RBM39
7377	RBM4
7378	RBM42
7379	RBM45
7380	RBM4B
7381	RBM5
7382	RBM8A
7383	RBMX
7384	RBP2
7385	RBP4
7386	RBP5
7387	RBPJ
7388	RBPJL
7389	RBPMS
7390	RBSN
7391	RBX1
7392	RC3H1
7393	RCAN1
7394	RCC1
7395	RCC2
7396	RCCD1
7397	RCE1
7398	RCHY1
7399	RCL1
7400	RCN1
7401	RCOR1
7402	RCOR2
7403	RCOR3
7404	RCSD1
7405	RDH10
7406	RDH11
7407	RDH13
7408	RDH14
7409	RDH5
7410	REC8
7411	RECK
7412	RECQL
7413	RECQL4
7414	RECQL5
7415	REEP1
7416	REEP2
7417	REEP3
7418	REEP4
7419	REEP5
7420	REEP6
7421	REG1A
7422	REG1B
7423	REG3A
7424	REL
7425	RELA
7426	RELB
7427	RELN
7428	RELT
7429	REN
7430	REP15
7431	REPIN1
7432	REPS1
7433	REPS2
7434	RER1
7435	RERE
7436	REST
7437	RET
7438	RETN
7439	RETREG1
7440	RETSAT
7441	REV1
7442	REV3L
7443	REXO1
7444	REXO2
7445	REXO4
7446	REXO5
7447	RFC1
7448	RFC2
7449	RFC3
7450	RFC4
7451	RFC5
7452	RFFL
7453	RFK
7454	RFT1
7455	RFWD3
7456	RFX2
7457	RFX3
7458	RFX5
7459	RFX6
7460	RFX7
7461	RFXANK
7462	RFXAP
7463	RGCC
7464	RGMA
7465	RGMB
7466	RGPD8
7467	RGR
7468	RGS1
7469	RGS10
7470	RGS11
7471	RGS12
7472	RGS13
7473	RGS14
7474	RGS16
7475	RGS17
7476	RGS18
7477	RGS19
7478	RGS2
7479	RGS20
7480	RGS22
7481	RGS3
7482	RGS4
7483	RGS5
7484	RGS6
7485	RGS7
7486	RGS7BP
7487	RGS8
7488	RGS9
7489	RGS9BP
7490	RGSL1
7491	RHAG
7492	RHBDD1
7493	RHBDF1
7494	RHBDF2
7495	RHEB
7496	RHNO1
7497	RHO
7498	RHOA
7499	RHOB
7500	RHOBTB1
7501	RHOBTB2
7502	RHOBTB3
7503	RHOC
7504	RHOD
7505	RHOF
7506	RHOG
7507	RHOH
7508	RHOQ
7509	RHOT1
7510	RHOT2
7511	RHOU
7512	RHOV
7513	RHPN2
7514	RIC8A
7515	RIC8B
7516	RICTOR
7517	RIF1
7518	RILP
7519	RIMKLA
7520	RIMKLB
7521	RIMS1
7522	RIMS2
7523	RIN1
7524	RING1
7525	RINT1
7526	RIOK1
7527	RIOX1
7528	RIPK1
7529	RIPK2
7530	RIPK3
7531	RIT1
7532	RIT2
7533	RLBP1
7534	RLIM
7535	RMDN2
7536	RMDN3
7537	RMI1
7538	RMI2
7539	RNASE2
7540	RNASE3
7541	RNASEH1
7542	RNASEH2A
7543	RNASEH2B
7544	RNASEH2C
7545	RND1
7546	RND2
7547	RND3
7548	RNF103
7549	RNF11
7550	RNF111
7551	RNF115
7552	RNF123
7553	RNF125
7554	RNF128
7555	RNF13
7556	RNF130
7557	RNF135
7558	RNF138
7559	RNF139
7560	RNF14
7561	RNF144A
7562	RNF144B
7563	RNF146
7564	RNF152
7565	RNF168
7566	RNF17
7567	RNF182
7568	RNF185
7569	RNF187
7570	RNF19A
7571	RNF19B
7572	RNF2
7573	RNF20
7574	RNF213
7575	RNF216
7576	RNF220
7577	RNF24
7578	RNF25
7579	RNF31
7580	RNF32
7581	RNF34
7582	RNF4
7583	RNF40
7584	RNF41
7585	RNF43
7586	RNF5
7587	RNF6
7588	RNF7
7589	RNF8
7590	RNGTT
7591	RNH1
7592	RNMT
7593	RNPEP
7594	RNPS1
7595	RO60
7596	ROBO1
7597	ROBO2
7598	ROBO3
7599	ROBO4
7600	ROCK1
7601	ROCK2
7602	ROM1
7603	ROMO1
7604	ROPN1L
7605	ROR1
7606	ROR2
7607	RORA
7608	RORB
7609	RORC
7610	RP1L1
7611	RP2
7612	RP9
7613	RPA1
7614	RPA2
7615	RPA3
7616	RPA4
7617	RPAIN
7618	RPAP1
7619	RPAP2
7620	RPE
7621	RPE65
7622	RPF1
7623	RPF2
7624	RPGRIP1
7625	RPH3A
7626	RPH3AL
7627	RPIA
7628	RPL10A
7629	RPL10L
7630	RPL11
7631	RPL12
7632	RPL13
7633	RPL13A
7634	RPL14
7635	RPL15
7636	RPL18
7637	RPL18A
7638	RPL19
7639	RPL21
7640	RPL22
7641	RPL22L1
7642	RPL23
7643	RPL23A
7644	RPL24
7645	RPL26
7646	RPL26L1
7647	RPL27
7648	RPL27A
7649	RPL28
7650	RPL29
7651	RPL3
7652	RPL30
7653	RPL31
7654	RPL32
7655	RPL34
7656	RPL35
7657	RPL36
7658	RPL36A
7659	RPL36AL
7660	RPL37
7661	RPL37A
7662	RPL38
7663	RPL39
7664	RPL39L
7665	RPL3L
7666	RPL4
7667	RPL41
7668	RPL5
7669	RPL6
7670	RPL7
7671	RPL7A
7672	RPL7L1
7673	RPL8
7674	RPL9
7675	RPLP0
7676	RPLP1
7677	RPLP2
7678	RPN1
7679	RPN2
7680	RPP14
7681	RPP21
7682	RPP25
7683	RPP30
7684	RPP38
7685	RPP40
7686	RPRD1A
7687	RPRD1B
7688	RPRD2
7689	RPS10
7690	RPS11
7691	RPS12
7692	RPS13
7693	RPS14
7694	RPS15
7695	RPS15A
7696	RPS16
7697	RPS18
7698	RPS19
7699	RPS19BP1
7700	RPS2
7701	RPS20
7702	RPS21
7703	RPS23
7704	RPS24
7705	RPS25
7706	RPS26
7707	RPS27A
7708	RPS27L
7709	RPS28
7710	RPS29
7711	RPS3
7712	RPS3A
7713	RPS4X
7714	RPS5
7715	RPS6
7716	RPS6KA1
7717	RPS6KA2
7718	RPS6KA3
7719	RPS6KA4
7720	RPS6KA5
7721	RPS6KA6
7722	RPS6KB1
7723	RPS6KB2
7724	RPS8
7725	RPS9
7726	RPSA
7727	RPTOR
7728	RPUSD4
7729	RRAGA
7730	RRAGB
7731	RRAGC
7732	RRAGD
7733	RRAS
7734	RRAS2
7735	RRBP1
7736	RRH
7737	RRM1
7738	RRM2
7739	RRM2B
7740	RRN3
7741	RRP1
7742	RRP12
7743	RRP15
7744	RRP1B
7745	RRP36
7746	RRP8
7747	RRP9
7748	RRS1
7749	RSAD2
7750	RSF1
7751	RSL1D1
7752	RSL24D1
7753	RSPH9
7754	RSPO1
7755	RSRC1
7756	RSU1
7757	RTCA
7758	RTCB
7759	RTEL1
7760	RTF1
7761	RTKN
7762	RTN1
7763	RTN3
7764	RTN4
7765	RTN4IP1
7766	RTN4R
7767	RTN4RL1
7768	RTP2
7769	RTP4
7770	RTRAF
7771	RUBCN
7772	RUFY1
7773	RUFY3
7774	RUNX1
7775	RUNX1T1
7776	RUNX2
7777	RUNX3
7778	RUSC1
7779	RUSC2
7780	RUVBL1
7781	RUVBL2
7782	RWDD3
7783	RXFP1
7784	RXFP3
7785	RXFP4
7786	RXRA
7787	RXRB
7788	RXRG
7789	RYBP
7790	RYK
7791	RYR1
7792	RYR2
7793	RYR3
7794	S100A1
7795	S100A10
7796	S100A11
7797	S100A12
7798	S100A14
7799	S100A16
7800	S100A4
7801	S100A6
7802	S100A7
7803	S100A8
7804	S100A9
7805	S100B
7806	S100G
7807	S100P
7808	S100PBP
7809	S1PR1
7810	S1PR3
7811	S1PR4
7812	S1PR5
7813	SAA1
7814	SACM1L
7815	SAE1
7816	SAFB
7817	SAFB2
7818	SALL1
7819	SALL3
7820	SALL4
7821	SAMD8
7822	SAMHD1
7823	SAMM50
7824	SAP130
7825	SAP18
7826	SAP25
7827	SAP30
7828	SAP30BP
7829	SAP30L
7830	SAR1A
7831	SAR1B
7832	SARAF
7833	SARM1
7834	SARNP
7835	SARS2
7836	SART1
7837	SART3
7838	SASS6
7839	SAT1
7840	SAT2
7841	SATB1
7842	SATB2
7843	SAV1
7844	SBDS
7845	SBF1
7846	SBF2
7847	SC5D
7848	SCAF1
7849	SCAF11
7850	SCAF8
7851	SCAI
7852	SCAMP1
7853	SCAMP2
7854	SCAND1
7855	SCAP
7856	SCARA3
7857	SCARA5
7858	SCARB1
7859	SCARB2
7860	SCARF2
7861	SCCPDH
7862	SCD
7863	SCD5
7864	SCFD1
7865	SCG2
7866	SCG3
7867	SCG5
7868	SCGB1A1
7869	SCGB3A2
7870	SCLT1
7871	SCLY
7872	SCML2
7873	SCN10A
7874	SCN1A
7875	SCN1B
7876	SCN2A
7877	SCN2B
7878	SCN3A
7879	SCN3B
7880	SCN4A
7881	SCN4B
7882	SCN5A
7883	SCN8A
7884	SCNN1A
7885	SCNN1B
7886	SCNN1D
7887	SCNN1G
7888	SCO1
7889	SCO2
7890	SCOC
7891	SCP2
7892	SCPEP1
7893	SCRIB
7894	SCTR
7895	SCUBE2
7896	SCUBE3
7897	SCYL1
7898	SCYL2
7899	SDAD1
7900	SDC1
7901	SDC2
7902	SDC3
7903	SDC4
7904	SDCBP
7905	SDCCAG8
7906	SDF2
7907	SDF2L1
7908	SDHA
7909	SDHAF1
7910	SDHAF2
7911	SDHAF3
7912	SDHAF4
7913	SDHB
7914	SDHC
7915	SDHD
7916	SDR16C5
7917	SDR9C7
7918	SEC11A
7919	SEC11C
7920	SEC13
7921	SEC14L1
7922	SEC16A
7923	SEC22A
7924	SEC22B
7925	SEC22C
7926	SEC23A
7927	SEC23B
7928	SEC23IP
7929	SEC24A
7930	SEC24B
7931	SEC24C
7932	SEC24D
7933	SEC31A
7934	SEC31B
7935	SEC61A1
7936	SEC61A2
7937	SEC61B
7938	SEC62
7939	SEC63
7940	SECISBP2
7941	SECTM1
7942	SEH1L
7943	SEL1L
7944	SELE
7945	SELENOI
7946	SELENOK
7947	SELENON
7948	SELENOP
7949	SELENOS
7950	SELL
7951	SELP
7952	SELPLG
7953	SEM1
7954	SEMA3A
7955	SEMA3B
7956	SEMA3C
7957	SEMA3F
7958	SEMA4A
7959	SEMA4B
7960	SEMA4D
7961	SEMA4F
7962	SEMA4G
7963	SEMA6A
7964	SEMA6D
7965	SEMA7A
7966	SEMG1
7967	SENP1
7968	SENP2
7969	SENP3
7970	SENP5
7971	SENP6
7972	SENP7
7973	SEPSECS
7974	SERBP1
7975	SERGEF
7976	SERINC3
7977	SERINC5
7978	SERP1
7979	SERPINA1
7980	SERPINA10
7981	SERPINA3
7982	SERPINA4
7983	SERPINA5
7984	SERPINA7
7985	SERPINB1
7986	SERPINB13
7987	SERPINB2
7988	SERPINB3
7989	SERPINB4
7990	SERPINB5
7991	SERPINB6
7992	SERPINB8
7993	SERPINC1
7994	SERPIND1
7995	SERPINE1
7996	SERPINE2
7997	SERPINF1
7998	SERPINF2
7999	SERPING1
8000	SERPINH1
8001	SERTAD3
8002	SESN2
8003	SESN3
8004	SET
8005	SETD1A
8006	SETD1B
8007	SETD2
8008	SETD6
8009	SETD7
8010	SETDB1
8011	SETDB2
8012	SETMAR
8013	SETX
8014	SEZ6L
8015	SEZ6L2
8016	SF1
8017	SF3A1
8018	SF3A2
8019	SF3A3
8020	SF3B1
8021	SF3B2
8022	SF3B3
8023	SF3B4
8024	SF3B5
8025	SF3B6
8026	SFI1
8027	SFN
8028	SFPQ
8029	SFR1
8030	SFRP1
8031	SFRP2
8032	SFRP4
8033	SFRP5
8034	SFSWAP
8035	SFTPA1
8036	SFTPA2
8037	SFTPB
8038	SFTPC
8039	SFTPD
8040	SFXN1
8041	SFXN2
8042	SGCA
8043	SGCB
8044	SGCD
8045	SGCE
8046	SGCG
8047	SGCZ
8048	SGF29
8049	SGIP1
8050	SGK1
8051	SGMS1
8052	SGMS2
8053	SGO1
8054	SGO2
8055	SGPL1
8056	SGPP1
8057	SGSH
8058	SGSM1
8059	SGSM3
8060	SGTA
8061	SH2B1
8062	SH2B2
8063	SH2B3
8064	SH2D1A
8065	SH2D2A
8066	SH2D3C
8067	SH2D4A
8068	SH3BGRL3
8069	SH3BP5
8070	SH3GL1
8071	SH3GL2
8072	SH3GL3
8073	SH3GLB1
8074	SH3GLB2
8075	SH3KBP1
8076	SH3PXD2A
8077	SH3PXD2B
8078	SH3RF1
8079	SHANK1
8080	SHARPIN
8081	SHB
8082	SHBG
8083	SHC1
8084	SHC4
8085	SHH
8086	SHISA5
8087	SHMT1
8088	SHMT2
8089	SHOC2
8090	SHPRH
8091	SHQ1
8092	SHROOM3
8093	SHTN1
8094	SI
8095	SIAH1
8096	SIAH2
8097	SIGIRR
8098	SIGLEC1
8099	SIGLEC14
8100	SIGMAR1
8101	SIK1
8102	SIK2
